100,エトロフ島
101,宗谷岬
102,知床岬
103,根室半島
104,えりも岬
105,積丹半島
106,奥尻島
107,室蘭
200,八戸
201,宮古
202,牡鹿半島
203,いわき
204,男鹿半島
205,酒田
300,犬吠崎
301,館山
302,八丈島
303,父島
304,石廊崎
305,御前崎
306,志摩半島
307,新潟
308,輪島
309,福井
500,大阪
501,広島
502,潮岬
503,室戸岬
504,足摺岬
505,丹後半島
506,松江
700,宮崎
701,枕崎
702,種子島
703,下関
704,対馬
705,長崎
706,奄美大島
800,那覇
801,石垣島
802,南大東島
