00,津波なし,
50,警報解除,大津波警報または津波警報の解除
51,津波警報,
52,大津波警報,
53,大津波警報：発表,大津波警報の新規発表または切替（移行措置用電文のCodeには"52"を記載する）
60,津波注意報解除,
62,津波注意報,
71,津波予報（若干の海面変動）,
72,津波予報（若干の海面変動）,津波注意報解除、津波予報（若干の海面変動）への切替
73,津波予報（若干の海面変動）,大津波警報または津波警報の解除、津波予報（若干の海面変動）への切替
